Gamekey,Home_team,Away_Team,Day_of_week,Month,Day,Year,Week,Player_Short_Name,Player_Team,Home_Team,passing_att,passing_incmp,passing_cmp,passing_tds,passing_int,passing_yds,passing_twoptm,passing_yds_FF_pts,passing_tds_FF_pts,passing_twopt_FF_pts,intercept_FF_pts,total_FF_pts
56084,NE,BUF,Sun,12,29,2013,17,T.Brady,NE,True,24,0,14,1,1,122,1,4.0,4.0,2.0,-1.0,9.0
56084,NE,BUF,Sun,12,29,2013,17,T.Lewis,BUF,False,29,0,16,1,0,247,0,9.0,4.0,0.0,0.0,13.0
56085,NO,TB,Sun,12,29,2013,17,D.Brees,NO,True,31,0,24,4,0,381,0,15.0,16.0,0.0,0.0,31.0
56085,NO,TB,Sun,12,29,2013,17,M.Glennon,TB,False,41,0,22,2,1,219,0,8.0,8.0,0.0,-1.0,15.0
56085,NO,TB,Sun,12,29,2013,17,M.Koenen,TB,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56086,NYG,WAS,Sun,12,29,2013,17,C.Painter,NYG,True,8,0,2,0,1,11,0,0.0,0.0,0.0,-1.0,-1.0
56086,NYG,WAS,Sun,12,29,2013,17,E.Manning,NYG,True,24,0,10,1,1,152,0,6.0,4.0,0.0,-1.0,9.0
56086,NYG,WAS,Sun,12,29,2013,17,K.Cousins,WAS,False,49,0,19,0,2,169,0,6.0,0.0,0.0,-2.0,4.0
56087,PIT,CLE,Sun,12,29,2013,17,B.Roethlisberger,PIT,True,31,0,19,1,2,179,0,7.0,4.0,0.0,-2.0,9.0
56087,PIT,CLE,Sun,12,29,2013,17,J.Campbell,CLE,False,41,0,23,1,1,240,0,9.0,4.0,0.0,-1.0,12.0
56088,TEN,HOU,Sun,12,29,2013,17,R.Fitzpatrick,TEN,True,24,0,15,0,1,166,0,6.0,0.0,0.0,-1.0,5.0
56088,TEN,HOU,Sun,12,29,2013,17,M.Schaub,HOU,False,34,0,22,0,2,229,0,9.0,0.0,0.0,-2.0,7.0
56089,ARI,SF,Sun,12,29,2013,17,C.Palmer,ARI,True,49,0,28,2,1,407,0,16.0,8.0,0.0,-1.0,23.0
56089,ARI,SF,Sun,12,29,2013,17,C.Kaepernick,SF,False,34,0,21,2,0,310,0,12.0,8.0,0.0,0.0,20.0
56090,OAK,DEN,Sun,12,29,2013,17,T.Pryor,OAK,True,38,0,21,2,0,207,0,8.0,8.0,0.0,0.0,16.0
56090,OAK,DEN,Sun,12,29,2013,17,B.Osweiler,DEN,False,13,0,9,0,0,85,0,3.0,0.0,0.0,0.0,3.0
56090,OAK,DEN,Sun,12,29,2013,17,P.Manning,DEN,False,28,0,25,4,0,266,0,10.0,16.0,0.0,0.0,26.0
56091,SD,KC,Sun,12,29,2013,17,P.Rivers,SD,True,33,0,22,3,1,229,0,9.0,12.0,0.0,-1.0,20.0
56091,SD,KC,Sun,12,29,2013,17,C.Daniel,KC,False,30,0,21,1,0,200,0,8.0,4.0,0.0,0.0,12.0
56092,SEA,STL,Sun,12,29,2013,17,R.Wilson,SEA,True,23,0,15,1,0,172,0,6.0,4.0,0.0,0.0,10.0
56092,SEA,STL,Sun,12,29,2013,17,K.Clemens,STL,False,30,0,21,1,2,157,0,6.0,4.0,0.0,-2.0,8.0
56170,SEA,GB,Thu,9,4,2014,1,R.Wilson,SEA,True,28,0,19,2,0,191,0,7.0,8.0,0.0,0.0,15.0
56170,SEA,GB,Thu,9,4,2014,1,A.Rodgers,GB,False,33,0,23,1,1,189,0,7.0,4.0,0.0,-1.0,10.0
56171,ATL,NO,Sun,9,7,2014,1,M.Ryan,ATL,True,43,0,31,3,0,448,0,17.0,12.0,0.0,0.0,29.0
56171,ATL,NO,Sun,9,7,2014,1,D.Brees,NO,False,42,0,29,1,1,333,0,13.0,4.0,0.0,-1.0,16.0
56172,BAL,CIN,Sun,9,7,2014,1,J.Flacco,BAL,True,62,0,35,1,1,345,0,13.0,4.0,0.0,-1.0,16.0
56172,BAL,CIN,Sun,9,7,2014,1,A.Dalton,CIN,False,38,0,25,1,0,301,1,12.0,4.0,2.0,0.0,18.0
56173,CHI,BUF,Sun,9,7,2014,1,J.Cutler,CHI,True,49,0,34,2,2,349,0,13.0,8.0,0.0,-2.0,19.0
56173,CHI,BUF,Sun,9,7,2014,1,E.Manuel,BUF,False,22,0,16,1,1,173,0,6.0,4.0,0.0,-1.0,9.0
56174,HOU,WAS,Sun,9,7,2014,1,R.Fitzpatrick,HOU,True,22,0,14,1,0,206,0,8.0,4.0,0.0,0.0,12.0
56174,HOU,WAS,Sun,9,7,2014,1,R.Griffin,WAS,False,37,0,29,0,0,267,0,10.0,0.0,0.0,0.0,10.0
56175,KC,TEN,Sun,9,7,2014,1,A.Smith,KC,True,35,0,19,1,3,202,0,8.0,4.0,0.0,-3.0,9.0
56175,KC,TEN,Sun,9,7,2014,1,J.Locker,TEN,False,33,0,22,2,0,266,0,10.0,8.0,0.0,0.0,18.0
56176,MIA,NE,Sun,9,7,2014,1,R.Tannehill,MIA,True,32,0,18,2,1,178,0,7.0,8.0,0.0,-1.0,14.0
56176,MIA,NE,Sun,9,7,2014,1,T.Brady,NE,False,56,0,29,1,0,249,0,9.0,4.0,0.0,0.0,13.0
56177,NYJ,OAK,Sun,9,7,2014,1,G.Smith,NYJ,True,28,0,23,1,1,221,0,8.0,4.0,0.0,-1.0,11.0
56177,NYJ,OAK,Sun,9,7,2014,1,M.Vick,NYJ,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56177,NYJ,OAK,Sun,9,7,2014,1,D.Carr,OAK,False,32,0,20,2,0,151,0,6.0,8.0,0.0,0.0,14.0
56178,PHI,JAC,Sun,9,7,2014,1,N.Foles,PHI,True,45,0,27,2,1,322,0,12.0,8.0,0.0,-1.0,19.0
56178,PHI,JAC,Sun,9,7,2014,1,C.Henne,JAC,False,43,0,24,2,0,266,0,10.0,8.0,0.0,0.0,18.0
56179,PIT,CLE,Sun,9,7,2014,1,R.Golden,PIT,True,1,0,1,0,0,25,0,1.0,0.0,0.0,0.0,1.0
56179,PIT,CLE,Sun,9,7,2014,1,B.Roethlisberger,PIT,True,34,0,23,1,1,365,0,14.0,4.0,0.0,-1.0,17.0
56179,PIT,CLE,Sun,9,7,2014,1,B.Hoyer,CLE,False,31,0,19,1,0,230,0,9.0,4.0,0.0,0.0,13.0
56180,STL,MIN,Sun,9,7,2014,1,S.Hill,STL,True,13,0,8,0,1,81,0,3.0,0.0,0.0,-1.0,2.0
56180,STL,MIN,Sun,9,7,2014,1,A.Davis,STL,True,23,0,16,0,1,192,0,7.0,0.0,0.0,-1.0,6.0
56180,STL,MIN,Sun,9,7,2014,1,M.Cassel,MIN,False,25,0,17,2,0,170,0,6.0,8.0,0.0,0.0,14.0
56181,DAL,SF,Sun,9,7,2014,1,T.Romo,DAL,True,37,0,23,1,3,281,0,11.0,4.0,0.0,-3.0,12.0
56181,DAL,SF,Sun,9,7,2014,1,C.Kaepernick,SF,False,23,0,16,2,0,201,0,8.0,8.0,0.0,0.0,16.0
56182,TB,CAR,Sun,9,7,2014,1,J.McCown,TB,True,35,0,22,2,2,183,0,7.0,8.0,0.0,-2.0,13.0
56182,TB,CAR,Sun,9,7,2014,1,D.Anderson,CAR,False,34,0,24,2,0,230,0,9.0,8.0,0.0,0.0,17.0
56183,DEN,IND,Sun,9,7,2014,1,P.Manning,DEN,True,36,0,22,3,0,269,0,10.0,12.0,0.0,0.0,22.0
56183,DEN,IND,Sun,9,7,2014,1,A.Luck,IND,False,53,0,35,2,2,370,0,14.0,8.0,0.0,-2.0,20.0
56184,DET,NYG,Mon,9,8,2014,1,M.Stafford,DET,True,32,0,22,2,0,346,1,13.0,8.0,2.0,0.0,23.0
56184,DET,NYG,Mon,9,8,2014,1,E.Manning,NYG,False,33,0,18,1,2,163,0,6.0,4.0,0.0,-2.0,8.0
56185,ARI,SD,Mon,9,8,2014,1,C.Palmer,ARI,True,37,0,24,2,0,304,0,12.0,8.0,0.0,0.0,20.0
56185,ARI,SD,Mon,9,8,2014,1,P.Rivers,SD,False,36,0,21,1,1,238,0,9.0,4.0,0.0,-1.0,12.0
56186,BAL,PIT,Thu,9,11,2014,2,J.Flacco,BAL,True,29,0,21,2,0,166,0,6.0,8.0,0.0,0.0,14.0
56186,BAL,PIT,Thu,9,11,2014,2,B.Roethlisberger,PIT,False,37,0,22,0,1,217,0,8.0,0.0,0.0,-1.0,7.0
56187,BUF,MIA,Sun,9,14,2014,2,E.Manuel,BUF,True,26,0,16,1,0,202,0,8.0,4.0,0.0,0.0,12.0
56187,BUF,MIA,Sun,9,14,2014,2,R.Tannehill,MIA,False,49,0,31,1,1,241,0,9.0,4.0,0.0,-1.0,12.0
56188,CAR,DET,Sun,9,14,2014,2,C.Newton,CAR,True,34,0,22,1,0,281,1,11.0,4.0,2.0,0.0,17.0
56188,CAR,DET,Sun,9,14,2014,2,M.Stafford,DET,False,48,0,27,1,1,291,0,11.0,4.0,0.0,-1.0,14.0
56189,CIN,ATL,Sun,9,14,2014,2,A.Dalton,CIN,True,23,0,15,1,0,252,0,10.0,4.0,0.0,0.0,14.0
56189,CIN,ATL,Sun,9,14,2014,2,M.Sanu,CIN,True,1,0,1,0,0,50,0,2.0,0.0,0.0,0.0,2.0
56189,CIN,ATL,Sun,9,14,2014,2,M.Ryan,ATL,False,44,0,24,1,3,231,0,9.0,4.0,0.0,-3.0,10.0
56190,CLE,NO,Sun,9,14,2014,2,B.Hoyer,CLE,True,40,0,24,1,0,204,0,8.0,4.0,0.0,0.0,12.0
56190,CLE,NO,Sun,9,14,2014,2,J.Manziel,CLE,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56190,CLE,NO,Sun,9,14,2014,2,D.Brees,NO,False,40,0,27,2,1,237,0,9.0,8.0,0.0,-1.0,16.0
56191,MIN,NE,Sun,9,14,2014,2,M.Cassel,MIN,True,36,0,19,1,4,202,0,8.0,4.0,0.0,-4.0,8.0
56191,MIN,NE,Sun,9,14,2014,2,T.Brady,NE,False,22,0,15,1,0,149,0,5.0,4.0,0.0,0.0,9.0
56192,NYG,ARI,Sun,9,14,2014,2,E.Manning,NYG,True,39,0,26,2,2,277,0,11.0,8.0,0.0,-2.0,17.0
56192,NYG,ARI,Sun,9,14,2014,2,D.Stanton,ARI,False,29,0,14,0,0,167,0,6.0,0.0,0.0,0.0,6.0
56193,TEN,DAL,Sun,9,14,2014,2,J.Locker,TEN,True,34,0,18,1,2,234,0,9.0,4.0,0.0,-2.0,11.0
56193,TEN,DAL,Sun,9,14,2014,2,T.Romo,DAL,False,29,0,19,1,0,176,0,7.0,4.0,0.0,0.0,11.0
56194,WAS,JAC,Sun,9,14,2014,2,R.Griffin,WAS,True,3,0,2,0,0,38,0,1.0,0.0,0.0,0.0,1.0
56194,WAS,JAC,Sun,9,14,2014,2,K.Cousins,WAS,True,33,0,22,2,0,250,0,10.0,8.0,0.0,0.0,18.0
56194,WAS,JAC,Sun,9,14,2014,2,C.Henne,JAC,False,28,0,14,1,1,193,0,7.0,4.0,0.0,-1.0,10.0
56195,SD,SEA,Sun,9,14,2014,2,P.Rivers,SD,True,37,0,28,3,0,284,0,11.0,12.0,0.0,0.0,23.0
56195,SD,SEA,Sun,9,14,2014,2,R.Wilson,SEA,False,25,0,17,2,0,202,0,8.0,8.0,0.0,0.0,16.0
56196,TB,STL,Sun,9,14,2014,2,J.McCown,TB,True,21,0,16,0,1,179,0,7.0,0.0,0.0,-1.0,6.0
56196,TB,STL,Sun,9,14,2014,2,A.Davis,STL,False,29,0,22,0,0,235,0,9.0,0.0,0.0,0.0,9.0
56197,DEN,KC,Sun,9,14,2014,2,P.Manning,DEN,True,26,0,21,3,0,242,0,9.0,12.0,0.0,0.0,21.0
56197,DEN,KC,Sun,9,14,2014,2,A.Smith,KC,False,42,0,26,0,0,255,0,10.0,0.0,0.0,0.0,10.0
56198,GB,NYJ,Sun,9,14,2014,2,A.Rodgers,GB,True,42,0,25,3,0,346,1,13.0,12.0,2.0,0.0,27.0
56198,GB,NYJ,Sun,9,14,2014,2,G.Smith,NYJ,False,32,0,16,1,1,176,0,7.0,4.0,0.0,-1.0,10.0
56199,OAK,HOU,Sun,9,14,2014,2,D.Carr,OAK,True,42,0,27,1,2,263,0,10.0,4.0,0.0,-2.0,12.0
56199,OAK,HOU,Sun,9,14,2014,2,R.Fitzpatrick,HOU,False,19,0,14,2,0,139,0,5.0,8.0,0.0,0.0,13.0
56200,SF,CHI,Sun,9,14,2014,2,C.Kaepernick,SF,True,34,0,21,1,3,248,0,9.0,4.0,0.0,-3.0,10.0
56200,SF,CHI,Sun,9,14,2014,2,J.Cutler,CHI,False,34,0,23,4,0,176,0,7.0,16.0,0.0,0.0,23.0
56201,IND,PHI,Mon,9,15,2014,2,A.Luck,IND,True,34,0,20,3,1,172,0,6.0,12.0,0.0,-1.0,17.0
56201,IND,PHI,Mon,9,15,2014,2,N.Foles,PHI,False,37,0,21,1,1,331,0,13.0,4.0,0.0,-1.0,16.0
56202,ATL,TB,Thu,9,18,2014,3,T.Yates,ATL,True,4,0,3,0,1,64,0,2.0,0.0,0.0,-1.0,1.0
56202,ATL,TB,Thu,9,18,2014,3,M.Ryan,ATL,True,24,0,21,3,0,286,0,11.0,12.0,0.0,0.0,23.0
56202,ATL,TB,Thu,9,18,2014,3,M.Glennon,TB,False,24,0,17,1,0,121,0,4.0,4.0,0.0,0.0,8.0
56202,ATL,TB,Thu,9,18,2014,3,J.McCown,TB,False,12,0,5,0,1,58,0,2.0,0.0,0.0,-1.0,1.0
56203,BUF,SD,Sun,9,21,2014,3,F.Jackson,BUF,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56203,BUF,SD,Sun,9,21,2014,3,E.Manuel,BUF,True,39,0,23,1,0,238,0,9.0,4.0,0.0,0.0,13.0
56203,BUF,SD,Sun,9,21,2014,3,P.Rivers,SD,False,25,0,18,2,0,256,0,10.0,8.0,0.0,0.0,18.0
56204,CIN,TEN,Sun,9,21,2014,3,J.Campbell,CIN,True,2,0,1,0,0,-3,0,-1.0,0.0,0.0,0.0,-1.0
56204,CIN,TEN,Sun,9,21,2014,3,A.Dalton,CIN,True,23,0,15,0,1,169,0,6.0,0.0,0.0,-1.0,5.0
56204,CIN,TEN,Sun,9,21,2014,3,M.Sanu,CIN,True,1,0,1,1,0,18,0,0.0,4.0,0.0,0.0,4.0
56204,CIN,TEN,Sun,9,21,2014,3,J.Locker,TEN,False,34,0,17,0,2,185,0,7.0,0.0,0.0,-2.0,5.0
56205,CLE,BAL,Sun,9,21,2014,3,B.Hoyer,CLE,True,25,0,19,1,0,290,0,11.0,4.0,0.0,0.0,15.0
56205,CLE,BAL,Sun,9,21,2014,3,J.Flacco,BAL,False,31,0,19,1,1,217,0,8.0,4.0,0.0,-1.0,11.0
56206,DET,GB,Sun,9,21,2014,3,M.Stafford,DET,True,34,0,22,0,2,246,0,9.0,0.0,0.0,-2.0,7.0
56206,DET,GB,Sun,9,21,2014,3,A.Rodgers,GB,False,27,0,16,1,0,162,0,6.0,4.0,0.0,0.0,10.0
56207,JAC,IND,Sun,9,21,2014,3,C.Henne,JAC,True,7,0,4,0,0,33,0,1.0,0.0,0.0,0.0,1.0
56207,JAC,IND,Sun,9,21,2014,3,B.Bortles,JAC,True,24,0,14,2,2,223,0,8.0,8.0,0.0,-2.0,14.0
56207,JAC,IND,Sun,9,21,2014,3,M.Hasselbeck,IND,False,4,0,2,0,0,20,0,0.0,0.0,0.0,0.0,0.0
56207,JAC,IND,Sun,9,21,2014,3,A.Luck,IND,False,39,0,31,4,0,370,0,14.0,16.0,0.0,0.0,30.0
56208,NE,OAK,Sun,9,21,2014,3,T.Brady,NE,True,37,0,24,1,0,234,0,9.0,4.0,0.0,0.0,13.0
56208,NE,OAK,Sun,9,21,2014,3,D.Carr,OAK,False,34,0,21,0,1,174,0,6.0,0.0,0.0,-1.0,5.0
56209,NO,MIN,Sun,9,21,2014,3,D.Brees,NO,True,35,0,27,2,0,293,0,11.0,8.0,0.0,0.0,19.0
56209,NO,MIN,Sun,9,21,2014,3,M.Cassel,MIN,False,10,0,5,0,0,53,0,2.0,0.0,0.0,0.0,2.0
56209,NO,MIN,Sun,9,21,2014,3,T.Bridgewater,MIN,False,20,0,12,0,0,150,0,6.0,0.0,0.0,0.0,6.0
56210,NYG,HOU,Sun,9,21,2014,3,E.Manning,NYG,True,28,0,21,2,0,234,0,9.0,8.0,0.0,0.0,17.0
56210,NYG,HOU,Sun,9,21,2014,3,R.Fitzpatrick,HOU,False,34,0,20,1,3,289,0,11.0,4.0,0.0,-3.0,12.0
56210,NYG,HOU,Sun,9,21,2014,3,S.Lechler,HOU,False,1,0,1,0,0,10,0,0.0,0.0,0.0,0.0,0.0
56211,PHI,WAS,Sun,9,21,2014,3,N.Foles,PHI,True,42,0,28,3,0,325,0,13.0,12.0,0.0,0.0,25.0
56211,PHI,WAS,Sun,9,21,2014,3,K.Cousins,WAS,False,48,0,30,3,1,427,0,17.0,12.0,0.0,-1.0,28.0
56212,STL,DAL,Sun,9,21,2014,3,A.Davis,STL,True,42,0,30,3,2,327,0,13.0,12.0,0.0,-2.0,23.0
56212,STL,DAL,Sun,9,21,2014,3,T.Romo,DAL,False,23,0,18,2,1,217,0,8.0,8.0,0.0,-1.0,15.0
56213,ARI,SF,Sun,9,21,2014,3,D.Stanton,ARI,True,33,0,18,2,0,244,0,9.0,8.0,0.0,0.0,17.0
56213,ARI,SF,Sun,9,21,2014,3,T.Ginn,ARI,True,1,0,1,0,0,10,0,0.0,0.0,0.0,0.0,0.0
56213,ARI,SF,Sun,9,21,2014,3,C.Kaepernick,SF,False,37,0,29,1,0,245,0,9.0,4.0,0.0,0.0,13.0
56214,MIA,KC,Sun,9,21,2014,3,R.Tannehill,MIA,True,43,0,21,1,0,205,0,8.0,4.0,0.0,0.0,12.0
56214,MIA,KC,Sun,9,21,2014,3,A.Smith,KC,False,25,0,19,3,0,186,0,7.0,12.0,0.0,0.0,19.0
56215,SEA,DEN,Sun,9,21,2014,3,R.Wilson,SEA,True,34,0,24,2,1,258,0,10.0,8.0,0.0,-1.0,17.0
56215,SEA,DEN,Sun,9,21,2014,3,J.Kearse,SEA,True,1,0,1,0,0,17,0,0.0,0.0,0.0,0.0,0.0
56215,SEA,DEN,Sun,9,21,2014,3,P.Manning,DEN,False,49,0,31,2,1,303,1,12.0,8.0,2.0,-1.0,21.0
56216,CAR,PIT,Sun,9,21,2014,3,D.Anderson,CAR,True,6,0,5,1,0,80,0,3.0,4.0,0.0,0.0,7.0
56216,CAR,PIT,Sun,9,21,2014,3,C.Newton,CAR,True,35,0,24,1,0,250,0,10.0,4.0,0.0,0.0,14.0
56216,CAR,PIT,Sun,9,21,2014,3,B.Roethlisberger,PIT,False,30,0,22,2,0,196,0,7.0,8.0,0.0,0.0,15.0
56217,NYJ,CHI,Mon,9,22,2014,3,G.Smith,NYJ,True,43,0,26,1,2,316,0,12.0,4.0,0.0,-2.0,14.0
56217,NYJ,CHI,Mon,9,22,2014,3,J.Cutler,CHI,False,38,0,23,2,0,225,0,9.0,8.0,0.0,0.0,17.0
56218,WAS,NYG,Thu,9,25,2014,4,K.Cousins,WAS,True,33,0,19,1,4,257,0,10.0,4.0,0.0,-4.0,10.0
56218,WAS,NYG,Thu,9,25,2014,4,E.Manning,NYG,False,39,0,28,4,1,300,0,12.0,16.0,0.0,-1.0,27.0
56219,BAL,CAR,Sun,9,28,2014,4,J.Flacco,BAL,True,31,0,22,3,0,327,0,13.0,12.0,0.0,0.0,25.0
56219,BAL,CAR,Sun,9,28,2014,4,D.Anderson,CAR,False,9,0,6,0,0,71,0,2.0,0.0,0.0,0.0,2.0
56219,BAL,CAR,Sun,9,28,2014,4,C.Newton,CAR,False,25,0,14,1,0,197,0,7.0,4.0,0.0,0.0,11.0
56220,CHI,GB,Sun,9,28,2014,4,J.Cutler,CHI,True,34,0,22,2,2,256,0,10.0,8.0,0.0,-2.0,16.0
56220,CHI,GB,Sun,9,28,2014,4,J.Clausen,CHI,True,1,0,1,0,0,9,0,0.0,0.0,0.0,0.0,0.0
56220,CHI,GB,Sun,9,28,2014,4,A.Rodgers,GB,False,28,0,22,4,0,302,0,12.0,16.0,0.0,0.0,28.0
56221,HOU,BUF,Sun,9,28,2014,4,R.Fitzpatrick,HOU,True,37,0,25,1,2,268,0,10.0,4.0,0.0,-2.0,12.0
56221,HOU,BUF,Sun,9,28,2014,4,E.Manuel,BUF,False,44,0,21,2,2,225,0,9.0,8.0,0.0,-2.0,15.0
56222,IND,TEN,Sun,9,28,2014,4,A.Luck,IND,True,41,0,29,4,1,393,0,15.0,16.0,0.0,-1.0,30.0
56222,IND,TEN,Sun,9,28,2014,4,C.Whitehurst,TEN,False,23,0,12,1,1,177,0,7.0,4.0,0.0,-1.0,10.0
56222,IND,TEN,Sun,9,28,2014,4,Z.Mettenberger,TEN,False,5,0,2,0,1,17,0,0.0,0.0,0.0,-1.0,-1.0
56227,MIN,ATL,Sun,9,28,2014,4,T.Bridgewater,MIN,True,30,0,19,0,0,317,1,12.0,0.0,2.0,0.0,14.0
56227,MIN,ATL,Sun,9,28,2014,4,M.Ryan,ATL,False,41,0,25,3,2,298,0,11.0,12.0,0.0,-2.0,21.0
56223,NYJ,DET,Sun,9,28,2014,4,G.Smith,NYJ,True,33,0,17,1,1,209,0,8.0,4.0,0.0,-1.0,11.0
56223,NYJ,DET,Sun,9,28,2014,4,M.Stafford,DET,False,34,0,24,2,0,293,0,11.0,8.0,0.0,0.0,19.0
56224,OAK,MIA,Sun,9,28,2014,4,M.McGloin,OAK,True,19,0,12,1,2,129,0,5.0,4.0,0.0,-2.0,7.0
56224,OAK,MIA,Sun,9,28,2014,4,D.Carr,OAK,True,25,0,16,1,1,146,0,5.0,4.0,0.0,-1.0,8.0
56224,OAK,MIA,Sun,9,28,2014,4,R.Tannehill,MIA,False,31,0,23,2,1,278,0,11.0,8.0,0.0,-1.0,18.0
56225,PIT,TB,Sun,9,28,2014,4,A.Brown,PIT,True,1,0,1,0,0,17,0,0.0,0.0,0.0,0.0,0.0
56225,PIT,TB,Sun,9,28,2014,4,B.Roethlisberger,PIT,True,40,0,29,3,0,314,0,12.0,12.0,0.0,0.0,24.0
56225,PIT,TB,Sun,9,28,2014,4,M.Glennon,TB,False,42,0,21,2,1,302,0,12.0,8.0,0.0,-1.0,19.0
56225,PIT,TB,Sun,9,28,2014,4,B.Rainey,TB,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56226,SD,JAC,Sun,9,28,2014,4,P.Rivers,SD,True,39,0,29,3,0,377,0,15.0,12.0,0.0,0.0,27.0
56226,SD,JAC,Sun,9,28,2014,4,B.Bortles,JAC,False,37,0,29,1,2,253,0,10.0,4.0,0.0,-2.0,12.0
56228,SF,PHI,Sun,9,28,2014,4,C.Kaepernick,SF,True,30,0,17,2,1,218,0,8.0,8.0,0.0,-1.0,15.0
56228,SF,PHI,Sun,9,28,2014,4,N.Foles,PHI,False,43,0,21,0,2,195,0,7.0,0.0,0.0,-2.0,5.0
56229,DAL,NO,Sun,9,28,2014,4,T.Romo,DAL,True,29,0,22,3,0,262,0,10.0,12.0,0.0,0.0,22.0
56229,DAL,NO,Sun,9,28,2014,4,D.Brees,NO,False,44,0,32,2,1,340,0,13.0,8.0,0.0,-1.0,20.0
56230,KC,NE,Mon,9,29,2014,4,A.Smith,KC,True,26,0,20,3,0,248,0,9.0,12.0,0.0,0.0,21.0
56230,KC,NE,Mon,9,29,2014,4,T.Brady,NE,False,23,0,14,1,2,159,0,6.0,4.0,0.0,-2.0,8.0
56230,KC,NE,Mon,9,29,2014,4,J.Garoppolo,NE,False,7,0,6,1,0,70,0,2.0,4.0,0.0,0.0,6.0
56231,GB,MIN,Thu,10,2,2014,5,A.Rodgers,GB,True,17,0,12,3,0,156,0,6.0,12.0,0.0,0.0,18.0
56231,GB,MIN,Thu,10,2,2014,5,M.Flynn,GB,True,5,0,3,0,1,22,0,0.0,0.0,0.0,-1.0,-1.0
56231,GB,MIN,Thu,10,2,2014,5,C.Ponder,MIN,False,44,0,22,0,2,222,0,8.0,0.0,0.0,-2.0,6.0
56232,CAR,CHI,Sun,10,5,2014,5,C.Newton,CAR,True,35,0,19,2,1,255,0,10.0,8.0,0.0,-1.0,17.0
56232,CAR,CHI,Sun,10,5,2014,5,J.Cutler,CHI,False,36,0,28,2,2,289,0,11.0,8.0,0.0,-2.0,17.0
56233,DAL,HOU,Sun,10,5,2014,5,T.Romo,DAL,True,41,0,28,2,1,324,0,12.0,8.0,0.0,-1.0,19.0
56233,DAL,HOU,Sun,10,5,2014,5,R.Fitzpatrick,HOU,False,25,0,16,0,1,154,0,6.0,0.0,0.0,-1.0,5.0
56234,DET,BUF,Sun,10,5,2014,5,M.Stafford,DET,True,31,0,18,1,1,221,0,8.0,4.0,0.0,-1.0,11.0
56234,DET,BUF,Sun,10,5,2014,5,K.Orton,BUF,False,43,0,30,1,1,308,0,12.0,4.0,0.0,-1.0,15.0
56235,IND,BAL,Sun,10,5,2014,5,A.Luck,IND,True,49,0,32,1,2,312,0,12.0,4.0,0.0,-2.0,14.0
56235,IND,BAL,Sun,10,5,2014,5,J.Flacco,BAL,False,38,0,22,0,1,235,0,9.0,0.0,0.0,-1.0,8.0
56236,JAC,PIT,Sun,10,5,2014,5,B.Bortles,JAC,True,36,0,22,0,2,191,0,7.0,0.0,0.0,-2.0,5.0
56236,JAC,PIT,Sun,10,5,2014,5,B.Roethlisberger,PIT,False,36,0,26,1,0,273,0,10.0,4.0,0.0,0.0,14.0
56237,NO,TB,Sun,10,5,2014,5,D.Brees,NO,True,57,0,35,2,3,371,0,14.0,8.0,0.0,-3.0,19.0
56237,NO,TB,Sun,10,5,2014,5,M.Glennon,TB,False,32,0,19,2,1,249,0,9.0,8.0,0.0,-1.0,16.0
56238,NYG,ATL,Sun,10,5,2014,5,E.Manning,NYG,True,30,0,19,2,0,200,0,8.0,8.0,0.0,0.0,16.0
56238,NYG,ATL,Sun,10,5,2014,5,M.Ryan,ATL,False,45,0,29,1,1,316,0,12.0,4.0,0.0,-1.0,15.0
56239,PHI,STL,Sun,10,5,2014,5,N.Foles,PHI,True,37,0,24,2,1,207,0,8.0,8.0,0.0,-1.0,15.0
56239,PHI,STL,Sun,10,5,2014,5,A.Davis,STL,False,49,0,29,3,0,375,0,15.0,12.0,0.0,0.0,27.0
56240,TEN,CLE,Sun,10,5,2014,5,J.Locker,TEN,True,11,0,8,1,0,79,0,3.0,4.0,0.0,0.0,7.0
56240,TEN,CLE,Sun,10,5,2014,5,C.Whitehurst,TEN,True,21,0,13,2,0,194,0,7.0,8.0,0.0,0.0,15.0
56240,TEN,CLE,Sun,10,5,2014,5,B.Hoyer,CLE,False,37,0,21,3,1,292,0,11.0,12.0,0.0,-1.0,22.0
56241,DEN,ARI,Sun,10,5,2014,5,P.Manning,DEN,True,47,0,31,4,2,479,0,19.0,16.0,0.0,-2.0,33.0
56241,DEN,ARI,Sun,10,5,2014,5,L.Thomas,ARI,False,8,0,1,1,0,81,0,3.0,4.0,0.0,0.0,7.0
56241,DEN,ARI,Sun,10,5,2014,5,D.Stanton,ARI,False,26,0,11,0,0,118,0,4.0,0.0,0.0,0.0,4.0
56242,SD,NYJ,Sun,10,5,2014,5,P.Rivers,SD,True,28,0,20,3,1,288,0,11.0,12.0,0.0,-1.0,22.0
56242,SD,NYJ,Sun,10,5,2014,5,G.Smith,NYJ,False,12,0,4,0,1,27,0,1.0,0.0,0.0,-1.0,0.0
